,Description,Timing,Open Book Exam,Component Scale,Must Pass Component,% of Final Grade,Assessment Type,Module Code,Scaled % of Final Grade,Work Type,Level,Credits,School,Module Coordinator,Semester,Enrolled Students 22/23,Stage,Student Credits,Assessment Credits
788,Group Project: Group Projects and Group Presentations,Varies over the Trimester,,Graded,No,30,Group Project,ENVP20020,60,Blended,2,10.0,"Architecture, Plan & Env Pol",Dr Luke Kelleher,Autumn,32,,96.0,3.0
789,Assignment: Major Individual Assignment,Unspecified,,Graded,No,40,Assignment,ENVP20020,80,At home,2,10.0,"Architecture, Plan & Env Pol",Dr Luke Kelleher,Autumn,32,,128.0,4.0
790,Class Test: As this module progresses a series of in-class exercises will be set.,Varies over the Trimester,,Graded,No,30,Class Test,ENVP20020,60,In person,2,10.0,"Architecture, Plan & Env Pol",Dr Luke Kelleher,Autumn,32,,96.0,3.0
791,Group Project: Group project and presentation,Varies over the Trimester,,Graded,No,30,Group Project,ENVP30010,30,Blended,3,5.0,"Architecture, Plan & Env Pol",Dr Finbarr Brereton,Autumn,40,,60.0,1.5
792,Assignment: Individual assignment,Varies over the Trimester,,Graded,No,60,Assignment,ENVP30010,60,At home,3,5.0,"Architecture, Plan & Env Pol",Dr Finbarr Brereton,Autumn,40,,120.0,3.0
793,Assignment: Peer Assessment,Unspecified,,Graded,No,10,Assignment,ENVP30010,10,At home,3,5.0,"Architecture, Plan & Env Pol",Dr Finbarr Brereton,Autumn,40,,20.0,0.5
794,Continuous Assessment: 1-2 individual assignments throughout the module.,Throughout the Trimester,,Graded,No,25,Continuous Assessment,ENVP30030,25,At home,3,5.0,"Architecture, Plan & Env Pol",Dr Cara Augustenborg,Autumn,31,,38.75,1.25
795,Group Project: Group project,Varies over the Trimester,,Graded,No,25,Group Project,ENVP30030,25,Blended,3,5.0,"Architecture, Plan & Env Pol",Dr Cara Augustenborg,Autumn,31,,38.75,1.25
796,Project: Individual project,Coursework (End of Trimester),,Graded,No,50,Project,ENVP30030,50,At home,3,5.0,"Architecture, Plan & Env Pol",Dr Cara Augustenborg,Autumn,31,,77.5,2.5
797,Assignment: Individual assignment,Varies over the Trimester,,Pass/Fail Grade Scale,No,40,Assignment,ENVP40020,40,At home,4,5.0,"Architecture, Plan & Env Pol",Dr Finbarr Brereton,Spring,0,,0.0,2.0
798,Fieldwork: Guided field trip exercises,Unspecified,,Pass/Fail Grade Scale,Yes,50,Fieldwork,ENVP40020,50,In person,4,5.0,"Architecture, Plan & Env Pol",Dr Finbarr Brereton,Spring,0,,0.0,2.5
799,Journal: A reflective summary of learning during the fieldtrip,Unspecified,,Pass/Fail Grade Scale,No,10,Journal,ENVP40020,10,Blended,4,5.0,"Architecture, Plan & Env Pol",Dr Finbarr Brereton,Spring,0,,0.0,0.5
800,Assignment: Thesis Report,Coursework (End of Trimester),,Graded,No,100,Assignment,ENVP40030,600,At home,4,30.0,"Architecture, Plan & Env Pol",Dr Leonhard Lades,Summer,0,,0.0,30.0
801,Continuous Assessment: Individual Assignments,Varies over the Trimester,,Graded,No,50,Continuous Assessment,ENVP40040,100,At home,4,10.0,"Architecture, Plan & Env Pol",Dr Cara Augustenborg,Spring,15,,75.0,5.0
802,Project: Studio-based class project involving series of group tasks,Throughout the Trimester,,Graded,No,50,Project,ENVP40040,100,At home,4,10.0,"Architecture, Plan & Env Pol",Dr Cara Augustenborg,Spring,15,,75.0,5.0
803,"Essay: You will produce a literature review of circa. 5,000 words for this module",Varies over the Trimester,,Graded,No,100,Essay,ENVP40070,100,At home,4,5.0,"Architecture, Plan & Env Pol",Dr Leonhard Lades,Spring,0,,0.0,5.0
804,Multiple Choice Questionnaire: A Quiz in which students answer short multiple choice questions and write short answers to questions dealing with all aspects covered in the lectures.,Week 12,,Alternative linear conversion grade scale 40%,No,25,Multiple Choice Questionnaire,ENVP40100,50,Blended,4,10.0,"Architecture, Plan & Env Pol",Dr Leonhard Lades,Autumn,16,,40.0,2.5
805,Assignment: Students produce a concept to provide essential information for the design of an environmental economic policy relying on environmental economic tools.,Varies over the Trimester,,Graded,No,25,Assignment,ENVP40100,50,At home,4,10.0,"Architecture, Plan & Env Pol",Dr Leonhard Lades,Autumn,16,,40.0,2.5
806,Assignment: Students produce a policy-brief suggesting a solution to an environmental problem of their choice. The policy-brief highlights key concepts from the environmental economics literature.,Varies over the Trimester,,Graded,No,50,Assignment,ENVP40100,100,At home,4,10.0,"Architecture, Plan & Env Pol",Dr Leonhard Lades,Autumn,16,,80.0,5.0
807,Journal: Final Report (Pro-forma) with Journal Activity Diary.,Throughout the Trimester,,Pass/Fail Grade Scale,Yes,100,Journal,ENVP40160,600,Blended,4,30.0,"Architecture, Plan & Env Pol",Dr Leonhard Lades,Summer,10,,300.0,30.0
808,Multiple Choice Questionnaire (Short): MCQ related to core aspects of the second part of the module,Unspecified,,Graded,No,25,Multiple Choice Questionnaire,ENVP40170,50,Blended,4,10.0,"Architecture, Plan & Env Pol",Dr Leonhard Lades,Spring,27,,67.5,2.5
809,"Essay: You will produce a literature review of circa. 5,000 words for this module",Unspecified,,Graded,No,50,Essay,ENVP40170,100,At home,4,10.0,"Architecture, Plan & Env Pol",Dr Leonhard Lades,Spring,27,,135.0,5.0
810,Assignment: Project related to applied research methods,Unspecified,,Graded,No,25,Assignment,ENVP40170,50,At home,4,10.0,"Architecture, Plan & Env Pol",Dr Leonhard Lades,Spring,27,,67.5,2.5
811,Continuous Assessment: Individual tasks,Varies over the Trimester,,Graded,No,20,Continuous Assessment,ENVP40180,40,At home,4,10.0,"Architecture, Plan & Env Pol",Dr Finbarr Brereton,Autumn,15,,30.0,2.0
812,Group Project: Group project and presentation,Varies over the Trimester,,Graded,No,30,Group Project,ENVP40180,60,Blended,4,10.0,"Architecture, Plan & Env Pol",Dr Finbarr Brereton,Autumn,15,,45.0,3.0
813,Assignment: Individual Assignment,Varies over the Trimester,,Graded,No,50,Assignment,ENVP40180,100,At home,4,10.0,"Architecture, Plan & Env Pol",Dr Finbarr Brereton,Autumn,15,,75.0,5.0
814,"Continuous Assessment: As this module progresses, three individual and three group assignments will be set and the combined grade provides the final result.",Varies over the Trimester,,Graded,No,100,Continuous Assessment,ENVP40190,200,At home,4,10.0,"Architecture, Plan & Env Pol",Professor Peter Clinch,Spring,11,,110.0,10.0
815,Assignment: Major individual assignment,Unspecified,,Graded,No,60,Assignment,ENVP40200,120,At home,4,10.0,"Architecture, Plan & Env Pol",Professor Eoin O'Neill,Autumn,0,,0.0,6.0
816,Group Project: Group projects and presentations,Varies over the Trimester,,Graded,No,30,Group Project,ENVP40200,60,Blended,4,10.0,"Architecture, Plan & Env Pol",Professor Eoin O'Neill,Autumn,0,,0.0,3.0
817,Assignment: Minor individual assignment,Unspecified,,Graded,No,10,Assignment,ENVP40200,20,At home,4,10.0,"Architecture, Plan & Env Pol",Professor Eoin O'Neill,Autumn,0,,0.0,1.0
818,Assignment: Students produce a concept to provide essential information for the design of an environmental economic policy relying on environmental economic tools.,Varies over the Trimester,,Graded,No,25,Assignment,ENVP40230,25,At home,4,5.0,"Architecture, Plan & Env Pol",Dr Leonhard Lades,Autumn,17,,21.25,1.25
819,Multiple Choice Questionnaire: The multiple choice questionnaire contains questions on all lectures.,Week 12,,Graded,No,25,Multiple Choice Questionnaire,ENVP40230,25,Blended,4,5.0,"Architecture, Plan & Env Pol",Dr Leonhard Lades,Autumn,17,,21.25,1.25
820,Assignment: Students produce a policy-brief suggesting a solution to an environmental problem of their choice. The policy-brief highlights key concepts from the environmental economics literature.,Varies over the Trimester,,Graded,No,50,Assignment,ENVP40230,50,At home,4,5.0,"Architecture, Plan & Env Pol",Dr Leonhard Lades,Autumn,17,,42.5,2.5
821,Group Project: Group Report and Presentation,Varies over the Trimester,,Graded,No,45,Group Project,ENVP40240,90,Blended,4,10.0,"Architecture, Plan & Env Pol",Dr Liana Ricci,Autumn,12,,54.0,4.5
822,Assignment: Individual presentation,Varies over the Trimester,,Graded,No,20,Assignment,ENVP40240,40,At home,4,10.0,"Architecture, Plan & Env Pol",Dr Liana Ricci,Autumn,12,,24.0,2.0
823,Assignment: Individual Essay,Varies over the Trimester,,Graded,No,35,Assignment,ENVP40240,70,At home,4,10.0,"Architecture, Plan & Env Pol",Dr Liana Ricci,Autumn,12,,42.0,3.5
824,Group Project: Group Project and Presentation,Throughout the Trimester,,Pass/Fail Grade Scale,No,50,Group Project,ENVP50010,100,Blended,5,10.0,"Architecture, Plan & Env Pol",Professor Eoin O'Neill,Autumn,2,,10.0,5.0
825,Project: Individual Project,Throughout the Trimester,,Pass/Fail Grade Scale,No,50,Project,ENVP50010,100,At home,5,10.0,"Architecture, Plan & Env Pol",Professor Eoin O'Neill,Autumn,2,,10.0,5.0
826,"Continuous Assessment: Assessment is 100% coursework, including assessment, presentation, and a practicalassignment. Students will have three assignments.",Throughout the Trimester,,Pass/Fail Grade Scale,No,100,Continuous Assessment,ENVP50020,200,At home,5,10.0,"Architecture, Plan & Env Pol",Hamidreza Rabiei Dastjerdi,Summer,3,,30.0,10.0
827,Group Project: Co-written essay,Throughout the Trimester,,Pass/Fail Grade Scale,No,25,Group Project,ENVP50030,50,Blended,5,10.0,"Architecture, Plan & Env Pol",Dr Leonhard Lades,Spring,1,,2.5,2.5
828,Presentation: Group presentation,Throughout the Trimester,,Pass/Fail Grade Scale,No,25,Presentation,ENVP50030,50,In person,5,10.0,"Architecture, Plan & Env Pol",Dr Leonhard Lades,Spring,1,,2.5,2.5
829,Assignment: Individual project,Throughout the Trimester,,Pass/Fail Grade Scale,No,50,Assignment,ENVP50030,100,At home,5,10.0,"Architecture, Plan & Env Pol",Dr Leonhard Lades,Spring,1,,5.0,5.0
830,Attendance: active participation in studio and attendance to studio sessions,Throughout the Trimester,,Standard conversion grade scale 40%,No,10,Attendance,LARC10050,30,In person,1,15.0,"Architecture, Plan & Env Pol",Mr Michael Heurich,Autumn,26,,39.0,1.5
831,Continuous Assessment: regular presentations/reviews of project work,Throughout the Trimester,,Standard conversion grade scale 40%,Yes,65,Continuous Assessment,LARC10050,195,At home,1,15.0,"Architecture, Plan & Env Pol",Mr Michael Heurich,Autumn,26,,253.5,9.75
832,Portfolio: submission of all semester work in a portfolio and contribution to the end-of-term student showcase,Coursework (End of Trimester),,Standard conversion grade scale 40%,Yes,25,Portfolio,LARC10050,75,Blended,1,15.0,"Architecture, Plan & Env Pol",Mr Michael Heurich,Autumn,26,,97.5,3.75
833,Continuous Assessment: Regular presentation/review of course work,Throughout the Trimester,,Standard conversion grade scale 40%,Yes,65,Continuous Assessment,LARC10090,195,At home,1,15.0,"Architecture, Plan & Env Pol",Mr Michael Heurich,Spring,23,,224.25,9.75
834,Attendance: Active participation and regular attendance in studio sessions,Throughout the Trimester,,Standard conversion grade scale 40%,No,10,Attendance,LARC10090,30,In person,1,15.0,"Architecture, Plan & Env Pol",Mr Michael Heurich,Spring,23,,34.5,1.5
835,Portfolio: End of term submission of entire body of course work and contribution to end-of-term student showcase,Coursework (End of Trimester),,Standard conversion grade scale 40%,Yes,25,Portfolio,LARC10090,75,Blended,1,15.0,"Architecture, Plan & Env Pol",Mr Michael Heurich,Spring,23,,86.25,3.75
836,Portfolio: End-of-term portfolio containing all (revised) coursework,Coursework (End of Trimester),,Standard conversion grade scale 40%,Yes,65,Portfolio,LARC10100,65,Blended,1,5.0,"Architecture, Plan & Env Pol",Mr Michael Heurich,Spring,26,,84.5,3.25
837,Examination: 2 hour in-house exam,2 hour End of Trimester Exam,No,Standard conversion grade scale 40%,Yes,25,Examination,LARC10100,25,In person,1,5.0,"Architecture, Plan & Env Pol",Mr Michael Heurich,Spring,26,,32.5,1.25
838,Attendance: Active participation and attendance throughout the course,Throughout the Trimester,,Standard conversion grade scale 40%,No,10,Attendance,LARC10100,10,In person,1,5.0,"Architecture, Plan & Env Pol",Mr Michael Heurich,Spring,26,,13.0,0.5
839,Assignment: Take home/open book exam,Week 12,,Graded,Yes,50,Assignment,LARC10110,50,At home,1,5.0,"Architecture, Plan & Env Pol",Dr Karen Foley,Autumn,72,,180.0,2.5
840,Assignment: < Description >,Unspecified,,Graded,No,50,Assignment,LARC10110,50,At home,1,5.0,"Architecture, Plan & Env Pol",Dr Karen Foley,Autumn,72,,180.0,2.5
841,Class Test: < In semester exam that covers module theory Description >,Varies over the Trimester,,Graded,No,20,Class Test,LARC10120,20,In person,1,5.0,"Architecture, Plan & Env Pol",Dr Karen Foley,Autumn,29,,29.0,1.0
842,Practical Examination: 3 no plant identification tests during the semester,Unspecified,,Standard conversion grade scale 40%,No,15,Practical Examination,LARC10120,15,In person,1,5.0,"Architecture, Plan & Env Pol",Dr Karen Foley,Autumn,29,,21.75,0.75
843,Assignment: 4 assignments: module journal; plant workbook; poster and horticultural workbook,Unspecified,,Graded,Yes,65,Assignment,LARC10120,65,At home,1,5.0,"Architecture, Plan & Env Pol",Dr Karen Foley,Autumn,29,,94.25,3.25
844,Continuous Assessment: Interim reviews / presentations,Throughout the Trimester,,Graded,Yes,65,Continuous Assessment,LARC20150,195,At home,2,15.0,"Architecture, Plan & Env Pol",Ms Victoria Kavanagh,Autumn,18,,175.5,9.75
845,"Portfolio: End of semester review of semester work presented in a portfolio, a studio documentation and a contibution to the end-of year show (end of sem 2)",Coursework (End of Trimester),,Graded,Yes,25,Portfolio,LARC20150,75,Blended,2,15.0,"Architecture, Plan & Env Pol",Ms Victoria Kavanagh,Autumn,18,,67.5,3.75
846,Attendance: Active participation and progression through semester,Throughout the Trimester,,Graded,No,10,Attendance,LARC20150,30,In person,2,15.0,"Architecture, Plan & Env Pol",Ms Victoria Kavanagh,Autumn,18,,27.0,1.5
847,"Continuous Assessment: Broken down according to stages with a submission at each stage of drawings and supporting texts. Presentations are made to staff, students and invited critics (at some presentations).",Throughout the Trimester,,Graded,No,100,Continuous Assessment,LARC20160,300,At home,2,15.0,"Architecture, Plan & Env Pol",Mr Desmond Byrne,Spring,20,,300.0,15.0
848,"Essay: An academic paper on a topic, selected by the student under the guidance of the Module co-ordinator",Week 12,,Graded,No,65,Essay,LARC20170,65,At home,2,5.0,"Architecture, Plan & Env Pol",Dr Karen Foley,Spring,20,,65.0,3.25
849,"Presentation: Presentation of research topic to peers, and assessment of the presentations of others",Week 8,,Graded,No,20,Presentation,LARC20170,20,In person,2,5.0,"Architecture, Plan & Env Pol",Dr Karen Foley,Spring,20,,20.0,1.0
850,Assignment: in semester assignments,Unspecified,,Graded,No,15,Assignment,LARC20170,15,At home,2,5.0,"Architecture, Plan & Env Pol",Dr Karen Foley,Spring,20,,15.0,0.75
851,"Continuous Assessment: Assessment of studio presentations to the class, the module coordinator, tutors and invited critics.",Throughout the Trimester,,Graded,Yes,50,Continuous Assessment,LARC30120,150,At home,3,15.0,"Architecture, Plan & Env Pol",Mr Michael Heurich,Spring,0,,0.0,7.5
852,"Portfolio: Portfolio of the entire course work including research projects, al stages of the design project and the critical analysis of the competition entries",Coursework (End of Trimester),,Graded,Yes,50,Portfolio,LARC30120,150,Blended,3,15.0,"Architecture, Plan & Env Pol",Mr Michael Heurich,Spring,0,,0.0,7.5
853,"Continuous Assessment: Active participation, interim reviews of project development",Throughout the Trimester,,Standard conversion grade scale 40%,No,10,Continuous Assessment,LARC30140,10,At home,3,5.0,"Architecture, Plan & Env Pol",Mr Michael Heurich,Spring,6,,3.0,0.5
854,Portfolio: Documentation of project work for end-of-term exhibition,Unspecified,,Standard conversion grade scale 40%,Yes,20,Portfolio,LARC30140,20,Blended,3,5.0,"Architecture, Plan & Env Pol",Mr Michael Heurich,Spring,6,,6.0,1.0
855,Seminar: Introductory seminar,Unspecified,,Standard conversion grade scale 40%,Yes,20,Seminar,LARC30140,20,In person,3,5.0,"Architecture, Plan & Env Pol",Mr Michael Heurich,Spring,6,,6.0,1.0
856,Fieldwork: 1:1 spatial intervention,Unspecified,,Standard conversion grade scale 40%,Yes,50,Fieldwork,LARC30140,50,In person,3,5.0,"Architecture, Plan & Env Pol",Mr Michael Heurich,Spring,6,,15.0,2.5
857,Continuous Assessment: Broken down into work stages,Unspecified,,Graded,No,100,Continuous Assessment,LARC30150,300,At home,3,15.0,"Architecture, Plan & Env Pol",Mr Philip Doran,Autumn,17,,255.0,15.0
858,Continuous Assessment: active participation and interim reviews of project development,Throughout the Trimester,,Standard conversion grade scale 40%,No,10,Continuous Assessment,LARC30170,10,At home,3,5.0,"Architecture, Plan & Env Pol",Mr Michael Heurich,Autumn,22,,11.0,0.5
859,Portfolio: Documentation and compilation of course work for end-of-year exhibition (end of sem 2),Coursework (End of Trimester),,Standard conversion grade scale 40%,Yes,20,Portfolio,LARC30170,20,Blended,3,5.0,"Architecture, Plan & Env Pol",Mr Michael Heurich,Autumn,22,,22.0,1.0
860,Seminar: seminar on related topics and/or research results,Unspecified,,Standard conversion grade scale 40%,Yes,20,Seminar,LARC30170,20,In person,3,5.0,"Architecture, Plan & Env Pol",Mr Michael Heurich,Autumn,22,,22.0,1.0
